[Warning: In a future release, UI components will not be included in the
output. To include UI components, use the exportapp function.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('print', 'C:\Program Files\MATLAB\R2023b\toolbox\matlab\graphics\printing\print.m', 86)" style="font-weight:bold">print</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2023b\toolbox\matlab\graphics\printing\print.m',86,0)">line 86</a>)
In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('saveas', 'C:\Program Files\MATLAB\R2023b\toolbox\matlab\general\saveas.m', 181)" style="font-weight:bold">saveas</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2023b\toolbox\matlab\general\saveas.m',181,0)">line 181</a>)
In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('collect_data', 'C:\Users\bobre\OneDrive\Documents\Ing Física\2023\IIS - 2023\LIENE\SWRDC\code\collect_data.m', 160)" style="font-weight:bold">collect_data</a> (<a href="matlab: opentoline('C:\Users\bobre\OneDrive\Documents\Ing Física\2023\IIS - 2023\LIENE\SWRDC\code\collect_data.m',160,0)">line 160</a>)
In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('gui>pushbutton1_Callback', 'C:\Users\bobre\OneDrive\Documents\Ing Física\2023\IIS - 2023\LIENE\SWRDC\code\gui.m', 93)" style="font-weight:bold">gui>pushbutton1_Callback</a> (<a href="matlab: opentoline('C:\Users\bobre\OneDrive\Documents\Ing Física\2023\IIS - 2023\LIENE\SWRDC\code\gui.m',93,0)">line 93</a>)
In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('gui_mainfcn', 'C:\Program Files\MATLAB\R2023b\toolbox\matlab\guide\gui_mainfcn.m', 95)" style="font-weight:bold">gui_mainfcn</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2023b\toolbox\matlab\guide\gui_mainfcn.m',95,0)">line 95</a>)
In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('gui', 'C:\Users\bobre\OneDrive\Documents\Ing Física\2023\IIS - 2023\LIENE\SWRDC\code\gui.m', 42)" style="font-weight:bold">gui</a> (<a href="matlab: opentoline('C:\Users\bobre\OneDrive\Documents\Ing Física\2023\IIS - 2023\LIENE\SWRDC\code\gui.m',42,0)">line 42</a>)
In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('matlab.graphics.internal.figfile.FigFile/read>@(hObject,eventdata)gui(''pushbutton1_Callback'',hObject,eventdata,guidata(hObject))')" style="font-weight:bold">matlab.graphics.internal.figfile.FigFile/read>@(hObject,eventdata)gui('pushbutton1_Callback',hObject,eventdata,guidata(hObject))</a>] 

Small Wind-turbine Rotor Design Code (SWRDC) 
by M. Sessarego 
Department of Mechanical and Manufacturing Engineering, University of Calgary, 
2500 University Dr. NW, Calgary, Alberta, Canada, T2N 1N4. 
E-mail: msessare@ucalgary.ca 
Copyright (c) 2013, Matias Sessarego 
All rights reserved. 
BY INSTALLING OR USING THIS SOFTWARE, YOU AGREE TO HAVE READ THE LICENSE TERMS AS DESCRIBED IN THE README_FIRST_LICENSE.txt file 
 
Loading and calculating initial population...
 
Cp / AEP  Starting  Mass (kg)  C.1: Strain  C.2: Freq.L  C.3: Freq.U  Noise (dB)  1stFlapEigenFreq (rad/s)
1003.881227  5.625911  2.847011   -0.580534     0.2929      -0.9998          NaN     111.0738
944.746031  7.602770  2.601318   -0.658436     0.0230      -0.9997          NaN     153.4595
1043.052018  4.104753  1.797699   -0.717328     0.0714      -0.9997          NaN     145.8638
1031.043425  4.850879  1.742717   -0.784396    -0.2190      -0.9996          NaN     191.4877
1025.038239  4.944536  2.671039   -0.652739     0.1575      -0.9997          NaN     132.3324
1040.210354  4.607355  1.471022   -0.790224    -0.2863      -0.9996          NaN     202.0487
1052.796959  3.305539  1.785001   -0.613393     0.1473      -0.9997          NaN     133.9405
925.022112  1.698127  1.058895   -0.686019     0.0301      -0.9997          NaN     152.3530
1059.783657  2.380030  0.738315   -0.252754     0.4341      -0.9998          NaN      88.8985
982.262631  5.679084  2.904953   -0.680598     0.0346      -0.9997          NaN     151.6498
1066.440076  2.441147  1.768787   -0.811429    -0.2688      -0.9996          NaN     199.3026
1078.845218  2.607310  0.970880   -0.667672    -0.0055      -0.9997          NaN     157.9431
1004.226525  5.944884  2.758165   -0.724428    -0.1088      -0.9997          NaN     174.1733
1056.367000  2.970154  1.621299   -0.666601     0.1417      -0.9997          NaN     134.8289
1026.082598  4.214791  2.030427   -0.700705     0.0802      -0.9997          NaN     144.4825
1049.046818  2.177604  0.811236   -0.402750     0.3482      -0.9998          NaN     102.3784
1045.612386  4.257106  2.272024   -0.753924    -0.0579      -0.9997          NaN     166.1691
1078.161917  2.441272  1.476884   -0.733842    -0.2379      -0.9996          NaN     194.4522
1046.789711  3.675164  1.637899   -0.764243    -0.1405      -0.9997          NaN     179.1549
1048.176442  3.910795  1.328046   -0.577864     0.2352      -0.9998          NaN     120.1418
1046.494544  1.861936  0.685353   -0.345814     0.3333      -0.9998          NaN     104.7215
1046.032244  4.438273  1.363531   -0.701124    -0.1388      -0.9997          NaN     178.8896
 
Initial population calculation complete.
 
Generation = 0
 
Cp / AEP  Starting  Mass (kg)  C.1: Strain  C.2: Freq.L  C.3: Freq.U  Noise (dB)  1stFlapEigenFreq (rad/s)
994.423027  5.915021  1.963380   -0.726752    -0.2715      -0.9996          NaN     199.7252
1067.423676  3.014688  2.018622   -0.734344    -0.2443      -0.9996          NaN     195.4598
940.139615  8.626792  2.140203   -0.668007     0.0183      -0.9997          NaN     154.2087
1055.325233  3.812575  1.820150   -0.804950    -0.5388      -0.9995          NaN     241.7204
1069.489283  2.453193  1.768787   -0.811379    -0.2689      -0.9996          NaN     199.3152
1068.709978  3.320213  1.508108   -0.649179    -0.0658      -0.9997          NaN     167.4135
984.827863  7.120985  1.626957   -0.536038     0.2965      -0.9998          NaN     110.5078
1060.023804  3.636677  2.267168   -0.746040    -0.1147      -0.9997          NaN     175.1041
1087.232122  2.663415  0.825313   -0.306555     0.2877      -0.9998          NaN     111.8823
1007.589588  5.313402  2.103918   -0.754840     0.0482      -0.9997          NaN     149.5091
1061.263178  4.169929  1.268258   -0.710144    -0.1842      -0.9996          NaN     186.0142
1048.019579  3.702548  1.725474   -0.701193     0.0054      -0.9997          NaN     156.2355
1068.052424  3.305368  1.551344   -0.767391    -0.1904      -0.9996          NaN     186.9854
1060.032533  3.394148  2.016745   -0.715304    -0.1322      -0.9997          NaN     177.8458
1050.879859  4.703931  1.332939   -0.676470    -0.1496      -0.9997          NaN     180.5796
1031.687143  4.445534  1.767402   -0.787702    -0.2623      -0.9996          NaN     198.2748
1062.453823  3.112515  1.660576   -0.787774    -0.4131      -0.9996          NaN     221.9614
1030.705111  5.163505  2.841780   -0.703869     0.0471      -0.9997          NaN     149.6771
1055.350231  3.853584  1.730624   -0.731093     0.0244      -0.9997          NaN     153.2410
1056.465130  4.237101  2.501201   -0.624138     0.0498      -0.9997          NaN     149.2561
1067.888895  2.232493  1.059156   -0.686132     0.0261      -0.9997          NaN     152.9821
1066.557308  3.305644  1.834095   -0.733863    -0.1269      -0.9997          NaN     177.0071
1002.582978  5.640400  2.559731   -0.599906     0.2557      -0.9998          NaN     116.9068
1062.621438  3.459052  1.780259   -0.746670    -0.2733      -0.9996          NaN     200.0074
1068.672752  3.145853  0.825045   -0.409508     0.3395      -0.9998          NaN     103.7535
1065.463447  3.083827  2.126330   -0.731087    -0.2317      -0.9996          NaN     193.4701
1065.323175  3.219740  2.227408   -0.768476    -0.1403      -0.9997          NaN     179.1105
1018.255864  4.625216  1.885145   -0.799151    -0.2301      -0.9996          NaN     193.2191
1078.194723  3.327907  1.112243   -0.584318    -0.0065      -0.9997          NaN     158.0947
1044.483915  4.070767  2.727206   -0.714232     0.0944      -0.9997          NaN     142.2477
 
Best Value  Best Constraint
0.026064    0.000000
 
Generation = 1
 
Cp / AEP  Starting  Mass (kg)  C.1: Strain  C.2: Freq.L  C.3: Freq.U  Noise (dB)  1stFlapEigenFreq (rad/s)
1065.266093  3.223601  2.227408   -0.768460    -0.1403      -0.9997          NaN     179.1123
1062.890419  4.096827  1.255889   -0.699728    -0.1863      -0.9996          NaN     186.3391
1026.357210  4.909112  2.329917   -0.767683    -0.2467      -0.9996          NaN     195.8260
972.213073  2.348520  1.617477   -0.646568    -0.0123      -0.9997          NaN     159.0106
1065.837455  2.775764  1.820663   -0.777204    -0.0904      -0.9997          NaN     171.2743
1041.304320  4.080527  1.958426   -0.614717    -0.0350      -0.9997          NaN     162.5744
1058.509455  4.075490  1.436117   -0.746326    -0.1690      -0.9996          NaN     183.6185
1036.527809  4.305761  2.350354   -0.707548    -0.2052      -0.9996          NaN     189.3188
1076.414249  2.053114  0.824381   -0.566318     0.1201      -0.9997          NaN     138.2099
1038.180499  4.194585  2.127801   -0.670309    -0.1263      -0.9997          NaN     176.9172
1018.255864  4.625216  1.885145   -0.799151    -0.2301      -0.9996          NaN     193.2191
1054.571032  3.870563  1.640858   -0.752582    -0.2290      -0.9996          NaN     193.0455
Max Strain at Max Thickness Exceeded
1066.516401  2.824249  0.639753    0.336430     0.5191      -0.9999          NaN      75.5352
1047.925301  3.982022  2.032174   -0.709047    -0.0956      -0.9997          NaN     172.1022
1078.308368  2.968878  0.992451   -0.367898     0.1612      -0.9997          NaN     131.7616
1020.765818  5.062891  2.256893   -0.690670    -0.0299      -0.9997          NaN     161.7703
1041.695490  4.393366  1.489682   -0.577112     0.0685      -0.9997          NaN     146.3203
1050.091365  3.964485  2.478017   -0.756039    -0.3040      -0.9996          NaN     204.8344
1030.848512  4.331705  2.265459   -0.743915    -0.1085      -0.9997          NaN     174.1180
1035.447776  4.766995  2.463869   -0.608561     0.2743      -0.9998          NaN     114.0000
1064.159523  3.150022  0.826921   -0.410545     0.1685      -0.9998          NaN     130.6137
1018.290108  4.866843  2.215232   -0.710762    -0.1000      -0.9997          NaN     172.7811
1047.635660  3.667176  1.511517   -0.641173    -0.0583      -0.9997          NaN     166.2317
1053.991806  3.472727  1.924310   -0.825127    -0.6110      -0.9995          NaN     253.0515
1037.685452  4.160603  2.063122   -0.718783    -0.1940      -0.9996          NaN     187.5573
1055.697602  3.393121  1.823653   -0.714418     0.0847      -0.9997          NaN     143.7689
1056.433154  3.759717  2.162835   -0.739316    -0.3835      -0.9996          NaN     217.3132
1066.557308  3.305644  1.834095   -0.733863    -0.1269      -0.9997          NaN     177.0071
1064.162972  3.359671  1.562850   -0.765639    -0.1761      -0.9996          NaN     184.7466
1048.578385  3.870390  1.545494   -0.807354    -0.3453      -0.9996          NaN     211.3161
 
Best Value  Best Constraint
0.030550    0.000000
 
Generation = 2
 
Cp / AEP  Starting  Mass (kg)  C.1: Strain  C.2: Freq.L  C.3: Freq.U  Noise (dB)  1stFlapEigenFreq (rad/s)
1066.620819  3.378025  1.389591   -0.729190    -0.1134      -0.9997          NaN     174.8899
1052.720300  3.977932  1.633164   -0.801044    -0.2908      -0.9996          NaN     202.7652
1060.493096  2.655457  1.703779   -0.738232    -0.2038      -0.9996          NaN     189.0970
1057.477244  4.266823  2.522648   -0.731306     0.0558      -0.9997          NaN     148.3113
1063.061108  4.114840  0.795598   -0.529697     0.1996      -0.9998          NaN     125.7188
1047.546228  3.753719  2.345484   -0.739484    -0.2230      -0.9996          NaN     192.1138
1062.624132  3.222402  1.497137   -0.651399    -0.0689      -0.9997          NaN     167.9075
1052.111845  3.582267  1.566888   -0.665693    -0.1014      -0.9997          NaN     173.0103
1062.919698  4.120323  1.245358   -0.692806    -0.1826      -0.9996          NaN     185.7701
1062.445425  3.332538  2.215684   -0.754734    -0.1646      -0.9997          NaN     182.9409
1064.162972  3.359671  1.562850   -0.765639    -0.1761      -0.9996          NaN     184.7466
1061.263178  4.169929  1.268258   -0.710144    -0.1842      -0.9996          NaN     186.0142
1062.509813  3.394444  1.571348   -0.772457    -0.1896      -0.9996          NaN     186.8590
1066.951648  3.225914  2.194914   -0.770690    -0.1267      -0.9997          NaN     176.9808
1007.316231  5.234389  2.273392   -0.743612    -0.1225      -0.9997          NaN     176.3252
1067.827071  3.065827  2.122322   -0.671491    -0.1209      -0.9997          NaN     176.0764
1022.074599  4.886120  2.062244   -0.704008    -0.0910      -0.9997          NaN     171.3686
1071.870536  2.952480  2.061551   -0.714660    -0.1553      -0.9997          NaN     181.4764
1058.921800  4.267405  1.282090   -0.718779    -0.1783      -0.9996          NaN     185.0946
1034.968454  4.749609  2.445121   -0.610752     0.2733      -0.9998          NaN     114.1552
1031.842078  4.583981  2.113846   -0.700202    -0.0675      -0.9997          NaN     167.6797
1060.763802  2.914638  2.134884   -0.782140    -0.2491      -0.9996          NaN     196.2072
1046.401207  3.832070  1.609377   -0.757354    -0.2311      -0.9996          NaN     193.3811
1066.420762  3.322523  2.267195   -0.763927    -0.1193      -0.9997          NaN     175.8148
1056.185075  3.503921  1.525747   -0.668916    -0.1235      -0.9997          NaN     176.4726
1061.803100  3.486776  1.582005   -0.803895    -0.3568      -0.9996          NaN     213.1179
1075.850060  3.036972  1.390302   -0.765106    -0.2377      -0.9996          NaN     194.4216
1027.118412  4.875139  2.321159   -0.735536    -0.1897      -0.9996          NaN     186.8852
1065.939851  4.543931  1.085251   -0.619666     0.0599      -0.9997          NaN     147.6705
1055.863275  3.823428  1.781776   -0.793058    -0.3311      -0.9996          NaN     209.0889
 
Best Value  Best Constraint
0.029587    0.000000
 
Generation = 3
 
Cp / AEP  Starting  Mass (kg)  C.1: Strain  C.2: Freq.L  C.3: Freq.U  Noise (dB)  1stFlapEigenFreq (rad/s)
1062.123364  3.477414  1.518950   -0.767407    -0.1840      -0.9996          NaN     185.9758
1030.791514  4.390925  2.178954   -0.699412    -0.1063      -0.9997          NaN     173.7756
1068.052424  3.305368  1.551344   -0.767391    -0.1904      -0.9996          NaN     186.9854
1063.594955  3.366644  1.582451   -0.778076    -0.2048      -0.9996          NaN     189.2570
1061.413115  4.123238  1.261660   -0.704036    -0.1982      -0.9996          NaN     188.2198
1063.704461  3.126105  2.135859   -0.765727    -0.1335      -0.9997          NaN     178.0431
1053.595366  3.581022  1.424135   -0.728782    -0.0893      -0.9997          NaN     171.1059
1059.314904  3.856796  1.574128   -0.752989    -0.1966      -0.9996          NaN     187.9683
1055.756559  3.891771  1.217614   -0.662776    -0.2159      -0.9996          NaN     190.9924
1057.567844  3.495856  1.574569   -0.751506    -0.0978      -0.9997          NaN     172.4403
1083.508626  2.604348  1.339909   -0.718866    -0.2724      -0.9996          NaN     199.8707
1040.265966  4.135400  1.817140   -0.687420     0.0614      -0.9997          NaN     147.4322
1052.735424  3.886895  1.334833   -0.686256    -0.3128      -0.9996          NaN     206.2153
1062.406535  3.339259  2.215684   -0.754677    -0.1646      -0.9997          NaN     182.9387
1061.044658  3.505118  1.524804   -0.664696    -0.1029      -0.9997          NaN     173.2492
1042.839919  2.779897  2.092767   -0.719850    -0.1738      -0.9996          NaN     184.3798
1069.750242  3.236818  1.821340   -0.737697    -0.1555      -0.9997          NaN     181.5094
1068.062883  3.305047  1.550268   -0.768261    -0.1947      -0.9996          NaN     187.6653
1052.868826  3.955856  1.680111   -0.800882    -0.3224      -0.9996          NaN     207.7295
1085.703080  3.241854  2.203247   -0.770452    -0.1238      -0.9997          NaN     176.5337
1078.244839  2.883528  1.001030   -0.627856     0.0466      -0.9997          NaN     149.7601
1051.959668  3.914628  2.040013   -0.734160    -0.0222      -0.9997          NaN     160.5719
1066.012687  3.381313  1.505584   -0.745633    -0.4115      -0.9996          NaN     221.7122
1057.119038  3.792109  1.926407   -0.759450    -0.0205      -0.9997          NaN     160.3052
1065.634356  3.446994  1.516921   -0.648723    -0.0790      -0.9997          NaN     169.4956
1056.398742  3.093908  2.217927   -0.733737    -0.0661      -0.9997          NaN     167.4571
1069.202129  3.329256  1.442618   -0.641698    -0.0563      -0.9997          NaN     165.9189
1070.043200  3.246956  1.598124   -0.761560    -0.1508      -0.9997          NaN     180.7711
1058.301778  3.498786  1.508108   -0.648710    -0.0660      -0.9997          NaN     167.4424
1063.009760  3.396852  1.566888   -0.666143    -0.1012      -0.9997          NaN     172.9803
 
Best Value  Best Constraint
0.030415    0.000000
 
Generation = 4
 
Cp / AEP  Starting  Mass (kg)  C.1: Strain  C.2: Freq.L  C.3: Freq.U  Noise (dB)  1stFlapEigenFreq (rad/s)
1053.155579  3.642677  1.508108   -0.647854    -0.0657      -0.9997          NaN     167.3921
1064.260445  3.092623  1.821340   -0.738759    -0.1551      -0.9997          NaN     181.4358
1062.510074  3.485591  1.496813   -0.666951    -0.0870      -0.9997          NaN     170.7445
1072.618442  3.259329  1.558954   -0.661365    -0.1002      -0.9997          NaN     172.8230
1069.549830  3.329384  1.442599   -0.641630    -0.0561      -0.9997          NaN     165.8851
1067.420877  3.344892  1.515762   -0.648535    -0.0708      -0.9997          NaN     168.2027
1071.563456  3.452148  1.256840   -0.683719     0.0154      -0.9997          NaN     154.6642
1054.368823  3.156181  2.461927   -0.748720    -0.2071      -0.9996          NaN     189.6146
1062.735249  3.378660  1.603093   -0.788785    -0.2309      -0.9996          NaN     193.3541
1068.062883  3.305047  1.550268   -0.768261    -0.1947      -0.9996          NaN     187.6653
1061.902160  3.440846  1.566229   -0.657354    -0.0776      -0.9997          NaN     169.2661
1071.272050  3.241135  1.555391   -0.671644    -0.1317      -0.9997          NaN     177.7741
1059.670495  3.228833  2.217927   -0.733340    -0.0663      -0.9997          NaN     167.4915
1063.169868  3.399965  1.515110   -0.648750    -0.0705      -0.9997          NaN     168.1609
1054.104775  3.846199  1.652828   -0.777234    -0.1477      -0.9997          NaN     180.2853
1053.967092  2.943507  2.110743   -0.778929    -0.1319      -0.9997          NaN     177.8029
1039.136463  4.153358  1.564428   -0.661052    -0.0987      -0.9997          NaN     172.5794
1065.814225  3.190899  1.575273   -0.752787    -0.2000      -0.9996          NaN     188.4949
1074.889828  3.749712  0.983491   -0.589940     0.1169      -0.9997          NaN     138.7188
1044.425824  3.877443  1.781377   -0.782274    -0.1738      -0.9996          NaN     184.3778
1066.586743  3.475201  1.521480   -0.759416    -0.1963      -0.9996          NaN     187.9193
1057.440136  3.067419  2.284227   -0.767489    -0.1669      -0.9996          NaN     183.2995
1086.052564  2.258884  0.976787   -0.637380    -0.0192      -0.9997          NaN     160.0964
1015.647035  4.942599  2.153516   -0.719896     0.0092      -0.9997          NaN     155.6414
1061.253283  4.067084  0.772216   -0.532523     0.1865      -0.9998          NaN     127.7885
1037.461412  4.019561  2.144339   -0.766785    -0.4335      -0.9996          NaN     225.1671
1068.370138  3.129633  1.473389   -0.664056    -0.1358      -0.9997          NaN     178.4103
1068.709978  3.320213  1.508108   -0.649179    -0.0658      -0.9997          NaN     167.4135
1094.095014  2.855053  1.986328   -0.806653    -0.3992      -0.9996          NaN     219.7882
1051.066343  3.974096  1.741978   -0.711863     0.1048      -0.9997          NaN     140.6218
 
Best Value  Best Constraint
0.044429    0.000000
 
Generation = 5
 
Cp / AEP  Starting  Mass (kg)  C.1: Strain  C.2: Freq.L  C.3: Freq.U  Noise (dB)  1stFlapEigenFreq (rad/s)
1060.179301  3.455741  0.905799   -0.369133     0.1819      -0.9998          NaN     128.5084
1039.828758  4.337440  2.191748   -0.664893     0.0859      -0.9997          NaN     143.5896
1067.808279  3.314592  1.551124   -0.672586    -0.1369      -0.9997          NaN     178.5905
1066.284396  3.121754  1.410879   -0.658099    -0.0059      -0.9997          NaN     158.0035
1058.324145  3.464783  1.551344   -0.767259    -0.1908      -0.9996          NaN     187.0515
1069.514212  3.277177  1.550268   -0.768225    -0.1947      -0.9996          NaN     187.6694
1054.698432  1.766330  0.647631   -0.218981     0.3069      -0.9998          NaN     108.8691
1032.163937  4.580206  2.191880   -0.665017     0.1118      -0.9997          NaN     139.5148
1068.765309  3.319444  1.506129   -0.649323    -0.0645      -0.9997          NaN     167.2087
1078.683900  3.037571  1.379685   -0.664748    -0.1341      -0.9997          NaN     178.1425
1051.883702  4.045478  1.508108   -0.648232    -0.0637      -0.9997          NaN     167.0870
999.898927  2.729327  2.158435   -0.776544    -0.1291      -0.9997          NaN     177.3545
1082.939154  3.054366  1.021166   -0.667521    -0.0332      -0.9997          NaN     162.2897
1056.567795  3.881450  2.116300   -0.728959    -0.0261      -0.9997          NaN     161.1804
1055.474848  3.718851  1.369995   -0.733371    -0.0597      -0.9997          NaN     166.4610
1076.215730  2.887589  1.743483   -0.790764    -0.3397      -0.9996          NaN     210.4349
1074.834112  2.827015  1.232898   -0.709358    -0.0868      -0.9997          NaN     170.7168
1060.556575  3.963347  2.668917   -0.726553    -0.0457      -0.9997          NaN     164.2620
1067.753618  3.333786  1.541637   -0.646744    -0.0876      -0.9997          NaN     170.8433
1063.029903  3.396379  1.566888   -0.666145    -0.1012      -0.9997          NaN     172.9805
1063.297253  4.066832  1.260661   -0.700607    -0.1903      -0.9996          NaN     186.9777
1061.704242  3.395117  1.596689   -0.788453    -0.2270      -0.9996          NaN     192.7309
1073.620072  3.077537  1.287667   -0.691665     0.0490      -0.9997          NaN     149.3857
1062.330227  3.592346  2.539717   -0.742512    -0.0289      -0.9997          NaN     161.6218
1076.178970  2.248171  0.983554   -0.640007    -0.0009      -0.9997          NaN     157.2229
